"","X","BD","year","yd","monthproxy","smax","zmax","delta","sanom","sb","zt","zb","N2","zn2","tmax","tt","tb","smax_yn","Name","NumofPoly","NumofSta","Region","Area","Type","lon","lat"
"62",61,70,1986,322,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,23,1,5,"SNE",9484.701233,"MS",-68.9083,40.6917
"63",62,75,1986,322,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,23,1,5,"SNE",9484.701233,"MS",-69.0383,40.7667
"64",63,65,1986,323,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,23,1,5,"SNE",9484.701233,"MS",-69.1667,40.8417
"199",198,59,1987,136,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,23,1,5,"SNE",9484.701233,"MS",-70.5833,40.7
"204",203,71,1987,137,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,23,1,5,"SNE",9484.701233,"MS",-69.7,40.4
"205",204,92,1987,137,3,34.739,32,26.4893617021276,0.544999999999995,34.194,20.5106382978724,47,0.000246344296766278,21,13.08,12.0459574468085,9.98,1,23,1,5,"SNE",9484.701233,"MS",-69.5667,40.1333
"206",205,82,1987,137,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,23,1,5,"SNE",9484.701233,"MS",-69.05,40.4167
"207",206,78,1987,137,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,23,1,5,"SNE",9484.701233,"MS",-69.0833,40.65
"209",208,73,1987,137,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,23,1,5,"SNE",9484.701233,"MS",-69.1,40.9167
"283",282,114,1987,245,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,23,1,5,"SNE",9484.701233,"MS",-70.4167,40.2167
"284",283,59,1987,245,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,23,1,5,"SNE",9484.701233,"MS",-70.5833,40.7
"286",285,71,1987,245,5,33.163,35,15.3658536585366,0.251999999999995,32.911,28.6341463414634,44,0.00194470743678671,17,11.2,11.5351219512195,8.45,1,23,1,5,"SNE",9484.701233,"MS",-69.7,40.4
"287",286,94,1987,246,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,23,1,5,"SNE",9484.701233,"MS",-69.5667,40.1333
"288",287,82,1987,246,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,23,1,5,"SNE",9484.701233,"MS",-69.05,40.4167
"289",288,76,1987,246,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,23,1,5,"SNE",9484.701233,"MS",-69.0833,40.65
"291",290,74,1987,246,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,23,1,5,"SNE",9484.701233,"MS",-69.1,40.9167
"349",348,113,1987,324,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,23,1,5,"SNE",9484.701233,"MS",-70.4167,40.2167
"350",349,59,1987,324,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,23,1,5,"SNE",9484.701233,"MS",-70.5833,40.7
"353",352,70,1987,327,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,23,1,5,"SNE",9484.701233,"MS",-69.7,40.4
"354",353,93,1987,327,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,23,1,5,"SNE",9484.701233,"MS",-69.5667,40.1333
"357",356,81,1987,328,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,23,1,5,"SNE",9484.701233,"MS",-69.05,40.4167
"358",357,75,1987,328,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,23,1,5,"SNE",9484.701233,"MS",-69.0833,40.65
"360",359,71,1987,328,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,23,1,5,"SNE",9484.701233,"MS",-69.1,40.9167
"428",427,58,1988,335,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,23,1,5,"SNE",9484.701233,"MS",-70.55,40.65
"435",434,59,1988,336,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,23,1,5,"SNE",9484.701233,"MS",-70.1167,40.55
"436",435,79,1988,336,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,23,1,5,"SNE",9484.701233,"MS",-70.0167,40.3833
"437",436,68,1988,336,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,23,1,5,"SNE",9484.701233,"MS",-69.65,40.4333
"438",437,63,1988,336,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,23,1,5,"SNE",9484.701233,"MS",-69.8333,40.5667
"444",443,55,1988,336,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,23,1,5,"SNE",9484.701233,"MS",-69.45,40.55
"446",445,68,1988,336,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,23,1,5,"SNE",9484.701233,"MS",-68.95,40.6167
"472",471,60,1988,306,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,23,1,5,"SNE",9484.701233,"MS",-70.55,40.65
"479",478,59,1988,309,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,23,1,5,"SNE",9484.701233,"MS",-70.1167,40.55
"480",479,79,1988,310,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,23,1,5,"SNE",9484.701233,"MS",-70.0167,40.3833
"481",480,68,1988,310,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,23,1,5,"SNE",9484.701233,"MS",-69.65,40.4333
"482",481,64,1988,310,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,23,1,5,"SNE",9484.701233,"MS",-69.8333,40.5667
"488",487,56,1988,310,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,23,1,5,"SNE",9484.701233,"MS",-69.45,40.55
"496",495,64,1988,315,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,23,1,5,"SNE",9484.701233,"MS",-68.95,40.6167
"501",500,61,1989,6,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,23,1,5,"SNE",9484.701233,"MS",-70.55,40.65
"507",506,80,1989,9,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,23,1,5,"SNE",9484.701233,"MS",-70.0167,40.3833
"508",507,69,1989,9,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,23,1,5,"SNE",9484.701233,"MS",-69.65,40.4333
"509",508,65,1989,9,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,23,1,5,"SNE",9484.701233,"MS",-69.8333,40.5667
"516",515,56,1989,10,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,23,1,5,"SNE",9484.701233,"MS",-69.45,40.55
"616",615,59,1989,311,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,23,1,5,"SNE",9484.701233,"MS",-70.55,40.65
"623",622,59,1989,312,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,23,1,5,"SNE",9484.701233,"MS",-70.1167,40.55
"624",623,84,1989,312,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,23,1,5,"SNE",9484.701233,"MS",-70.4333,40.3667
"625",624,80,1989,312,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,23,1,5,"SNE",9484.701233,"MS",-70.0167,40.3833
"626",625,91,1989,312,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,23,1,5,"SNE",9484.701233,"MS",-69.8,40.2
"627",626,67,1989,312,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,23,1,5,"SNE",9484.701233,"MS",-69.65,40.4333
"634",633,55,1989,312,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,23,1,5,"SNE",9484.701233,"MS",-69.45,40.55
"635",634,82,1989,313,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,23,1,5,"SNE",9484.701233,"MS",-69.2167,40.3667
"636",635,65,1989,313,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,23,1,5,"SNE",9484.701233,"MS",-68.95,40.6167
"655",654,58,1989,332,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,23,1,5,"SNE",9484.701233,"MS",-70.55,40.65
"661",660,59,1989,334,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,23,1,5,"SNE",9484.701233,"MS",-70.1167,40.55
"662",661,85,1989,334,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,23,1,5,"SNE",9484.701233,"MS",-70.4333,40.3667
"663",662,79,1989,334,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,23,1,5,"SNE",9484.701233,"MS",-70.0167,40.3833
"664",663,91,1989,334,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,23,1,5,"SNE",9484.701233,"MS",-69.8,40.2
"665",664,69,1989,334,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,23,1,5,"SNE",9484.701233,"MS",-69.65,40.4333
"666",665,65,1989,334,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,23,1,5,"SNE",9484.701233,"MS",-69.8333,40.5667
"695",694,67,1989,349,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,23,1,5,"SNE",9484.701233,"MS",-68.95,40.6167
"696",695,57,1989,349,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,23,1,5,"SNE",9484.701233,"MS",-69.45,40.55
"701",700,60,1990,5,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,23,1,5,"SNE",9484.701233,"MS",-70.55,40.65
"707",706,60,1990,6,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,23,1,5,"SNE",9484.701233,"MS",-70.1167,40.55
"708",707,86,1990,6,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,23,1,5,"SNE",9484.701233,"MS",-70.4333,40.3667
"709",708,82,1990,6,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,23,1,5,"SNE",9484.701233,"MS",-70.0167,40.3833
"710",709,93,1990,6,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,23,1,5,"SNE",9484.701233,"MS",-69.8,40.2
"711",710,69,1990,6,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,23,1,5,"SNE",9484.701233,"MS",-69.65,40.4333
"712",711,65,1990,6,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,23,1,5,"SNE",9484.701233,"MS",-69.8333,40.5667
"719",718,57,1990,6,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,23,1,5,"SNE",9484.701233,"MS",-69.45,40.55
"720",719,84,1990,7,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,23,1,5,"SNE",9484.701233,"MS",-69.2167,40.3667
"721",720,67,1990,7,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,23,1,5,"SNE",9484.701233,"MS",-68.95,40.6167
"747",746,83,1990,13,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,23,1,5,"SNE",9484.701233,"MS",-69.4833,40.2667
"752",751,75,1990,14,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,23,1,5,"SNE",9484.701233,"MS",-70.6,40.5167
"790",789,60,1990,52,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,23,1,5,"SNE",9484.701233,"MS",-70.55,40.65
"796",795,60,1990,52,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,23,1,5,"SNE",9484.701233,"MS",-70.1167,40.55
"797",796,85,1990,53,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,23,1,5,"SNE",9484.701233,"MS",-70.4333,40.3667
"798",797,80,1990,53,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,23,1,5,"SNE",9484.701233,"MS",-70.0167,40.3833
"799",798,91,1990,53,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,23,1,5,"SNE",9484.701233,"MS",-69.8,40.2
"800",799,92,1990,53,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,23,1,5,"SNE",9484.701233,"MS",-69.4833,40.2667
"801",800,69,1990,53,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,23,1,5,"SNE",9484.701233,"MS",-69.65,40.4333
"802",801,65,1990,53,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,23,1,5,"SNE",9484.701233,"MS",-69.8333,40.5667
"808",807,55,1990,53,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,23,1,5,"SNE",9484.701233,"MS",-69.45,40.55
"812",811,66,1990,58,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,23,1,5,"SNE",9484.701233,"MS",-68.95,40.6167
"813",812,82,1990,58,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,23,1,5,"SNE",9484.701233,"MS",-69.1667,40.4333
"814",813,92,1990,58,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,23,1,5,"SNE",9484.701233,"MS",-68.9667,40.3333
"992",991,61,1990,270,5,33.87,35,25.029411764706,0.466999999999999,33.403,16.970588235294,42,0.000552062867553251,45,17.23,16.5576470588235,14.83,1,23,1,5,"SNE",9484.701233,"MS",-70.3833,40.5667
"993",992,91,1990,270,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,23,1,5,"SNE",9484.701233,"MS",-70.3167,40.3
"994",993,80,1990,270,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,23,1,5,"SNE",9484.701233,"MS",-69.8833,40.3667
"996",995,50,1990,270,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,23,1,5,"SNE",9484.701233,"MS",-69.65,40.6333
"999",998,79,1990,279,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,23,1,5,"SNE",9484.701233,"MS",-69.2167,40.4167
"1024",1023,60,1990,304,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,23,1,5,"SNE",9484.701233,"MS",-70.55,40.65
"1025",1024,84,1990,304,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,23,1,5,"SNE",9484.701233,"MS",-70.4333,40.3667
"1027",1026,90,1990,304,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,23,1,5,"SNE",9484.701233,"MS",-69.8,40.2
"1028",1027,68,1990,304,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,23,1,5,"SNE",9484.701233,"MS",-69.65,40.4333
"1029",1028,78,1990,304,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,23,1,5,"SNE",9484.701233,"MS",-70.0167,40.3833
"1030",1029,59,1990,304,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,23,1,5,"SNE",9484.701233,"MS",-70.1167,40.55
"1031",1030,63,1990,304,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,23,1,5,"SNE",9484.701233,"MS",-69.8333,40.5667
"1038",1037,55,1990,305,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,23,1,5,"SNE",9484.701233,"MS",-69.45,40.55
"1039",1038,83,1990,305,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,23,1,5,"SNE",9484.701233,"MS",-69.2167,40.3667
"1040",1039,65,1990,305,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,23,1,5,"SNE",9484.701233,"MS",-68.95,40.6167
"1070",1069,60,1990,334,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,23,1,5,"SNE",9484.701233,"MS",-70.55,40.65
"1071",1070,87,1990,334,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,23,1,5,"SNE",9484.701233,"MS",-70.4333,40.3667
"1073",1072,92,1990,334,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,23,1,5,"SNE",9484.701233,"MS",-69.8,40.2
"1074",1073,81,1990,334,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,23,1,5,"SNE",9484.701233,"MS",-69.4333,40.2333
"1075",1074,69,1990,334,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,23,1,5,"SNE",9484.701233,"MS",-69.65,40.4333
"1076",1075,80,1990,335,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,23,1,5,"SNE",9484.701233,"MS",-70.0167,40.3833
"1077",1076,59,1990,335,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,23,1,5,"SNE",9484.701233,"MS",-70.1167,40.55
"1078",1077,64,1990,335,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,23,1,5,"SNE",9484.701233,"MS",-69.8333,40.5667
"1085",1084,57,1990,335,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,23,1,5,"SNE",9484.701233,"MS",-69.45,40.55
"1086",1085,82,1990,335,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,23,1,5,"SNE",9484.701233,"MS",-69.2167,40.3667
"1089",1088,66,1990,335,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,23,1,5,"SNE",9484.701233,"MS",-68.95,40.6167
"1122",1121,60,1991,4,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,23,1,5,"SNE",9484.701233,"MS",-70.55,40.65
"1130",1129,60,1991,4,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,23,1,5,"SNE",9484.701233,"MS",-70.1167,40.55
"1131",1130,80,1991,5,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,23,1,5,"SNE",9484.701233,"MS",-70.0167,40.3833
"1132",1131,85,1991,5,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,23,1,5,"SNE",9484.701233,"MS",-70.4333,40.3667
"1134",1133,92,1991,5,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,23,1,5,"SNE",9484.701233,"MS",-69.8,40.2
"1135",1134,81,1991,5,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,23,1,5,"SNE",9484.701233,"MS",-69.4333,40.2333
"1136",1135,69,1991,5,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,23,1,5,"SNE",9484.701233,"MS",-69.65,40.4333
"1137",1136,65,1991,5,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,23,1,5,"SNE",9484.701233,"MS",-69.8333,40.5667
"1144",1143,56,1991,5,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,23,1,5,"SNE",9484.701233,"MS",-69.45,40.55
"1145",1144,83,1991,6,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,23,1,5,"SNE",9484.701233,"MS",-69.2167,40.3667
"1148",1147,66,1991,6,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,23,1,5,"SNE",9484.701233,"MS",-68.95,40.6167
"1186",1185,61,1991,38,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,23,1,5,"SNE",9484.701233,"MS",-70.55,40.65
"1194",1193,60,1991,39,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,23,1,5,"SNE",9484.701233,"MS",-70.1167,40.55
"1195",1194,80,1991,39,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,23,1,5,"SNE",9484.701233,"MS",-70.0167,40.3833
"1196",1195,86,1991,39,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,23,1,5,"SNE",9484.701233,"MS",-70.4333,40.3667
"1198",1197,93,1991,39,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,23,1,5,"SNE",9484.701233,"MS",-69.8,40.2
"1199",1198,82,1991,39,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,23,1,5,"SNE",9484.701233,"MS",-69.4333,40.2333
"1200",1199,69,1991,39,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,23,1,5,"SNE",9484.701233,"MS",-69.65,40.4333
"1201",1200,66,1991,39,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,23,1,5,"SNE",9484.701233,"MS",-69.8333,40.5667
"1208",1207,56,1991,40,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,23,1,5,"SNE",9484.701233,"MS",-69.45,40.55
"1209",1208,83,1991,40,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,23,1,5,"SNE",9484.701233,"MS",-69.2167,40.3667
"1212",1211,66,1991,40,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,23,1,5,"SNE",9484.701233,"MS",-68.95,40.6167
"1357",1356,68,1991,223,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,23,1,5,"SNE",9484.701233,"MS",-69.685,40.5217
"1358",1357,69,1991,223,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,23,1,5,"SNE",9484.701233,"MS",-69.5217,40.39
"1360",1359,71,1991,223,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,23,1,5,"SNE",9484.701233,"MS",-69.1083,40.72
"1365",1364,73,1991,226,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,23,1,5,"SNE",9484.701233,"MS",-68.9067,40.5217
"1422",1421,62,1991,86,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,23,1,5,"SNE",9484.701233,"MS",-70.3,40.555
"1423",1422,89,1991,86,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,23,1,5,"SNE",9484.701233,"MS",-70.3383,40.345
"1424",1423,72,1991,87,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,23,1,5,"SNE",9484.701233,"MS",-69.9183,40.4933
"1425",1424,60,1991,87,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,23,1,5,"SNE",9484.701233,"MS",-69.7883,40.6133
"1432",1431,75,1991,88,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,23,1,5,"SNE",9484.701233,"MS",-68.9733,40.7983
"1433",1432,76,1991,89,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,23,1,5,"SNE",9484.701233,"MS",-69.0017,40.55
"1434",1433,80,1991,89,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,23,1,5,"SNE",9484.701233,"MS",-69.1133,40.505
"1435",1434,100,1991,89,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,23,1,5,"SNE",9484.701233,"MS",-69.235,40.1867
"1517",1516,57,1991,268,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,23,1,5,"SNE",9484.701233,"MS",-70.6417,40.7933
"1524",1523,56,1991,274,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,23,1,5,"SNE",9484.701233,"MS",-70.04,40.5933
"1525",1524,69,1991,274,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,23,1,5,"SNE",9484.701233,"MS",-70.105,40.475
"1527",1526,85,1991,274,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,23,1,5,"SNE",9484.701233,"MS",-69.625,40.205
"1528",1527,77,1991,276,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,23,1,5,"SNE",9484.701233,"MS",-69.085,40.9917
"1529",1528,76,1991,277,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,23,1,5,"SNE",9484.701233,"MS",-69.1483,40.5033
"1530",1529,93,1991,277,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,23,1,5,"SNE",9484.701233,"MS",-69.3767,40.135
"1561",1560,60,1991,309,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,23,1,5,"SNE",9484.701233,"MS",-70.5517,40.65
"1562",1561,84,1991,309,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,23,1,5,"SNE",9484.701233,"MS",-70.4333,40.3683
"1564",1563,92,1991,309,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,23,1,5,"SNE",9484.701233,"MS",-69.8033,40.1967
"1565",1564,69,1991,309,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,23,1,5,"SNE",9484.701233,"MS",-69.6517,40.4333
"1566",1565,79,1991,309,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,23,1,5,"SNE",9484.701233,"MS",-70.0167,40.3833
"1567",1566,59,1991,309,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,23,1,5,"SNE",9484.701233,"MS",-70.1167,40.55
"1568",1567,64,1991,309,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,23,1,5,"SNE",9484.701233,"MS",-69.8333,40.5667
"1576",1575,82,1991,310,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,23,1,5,"SNE",9484.701233,"MS",-69.2183,40.3667
"1577",1576,66,1991,310,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,23,1,5,"SNE",9484.701233,"MS",-68.9483,40.6167
"1606",1605,64,1991,341,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,23,1,5,"SNE",9484.701233,"MS",-69.8317,40.5683
"1607",1606,70,1991,341,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,23,1,5,"SNE",9484.701233,"MS",-69.65,40.4333
"1608",1607,80,1991,341,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,23,1,5,"SNE",9484.701233,"MS",-70.0167,40.3833
"1609",1608,61,1991,341,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,23,1,5,"SNE",9484.701233,"MS",-70.1183,40.5483
"1616",1615,60,1991,342,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,23,1,5,"SNE",9484.701233,"MS",-70.5517,40.65
"1617",1616,85,1991,342,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,23,1,5,"SNE",9484.701233,"MS",-70.435,40.3667
