"","X","BD","year","yd","monthproxy","smax","zmax","delta","sanom","sb","zt","zb","N2","zn2","tmax","tt","tb","smax_yn","Name","NumofPoly","NumofSta","Region","Area","Type","lon","lat"
"19228",19227,71,2015,78,2,35.4614288678598,24,54.0629233930079,0.230365227490481,35.2310636403693,12.9370766069921,67,0.00055029014714953,11,12.0523288438791,11.9711408808117,10.3756514290861,1,2,1,2,"MAB",4496.484721,"MS",-74.9216666666667,36.105
"19230",19229,41,2015,78,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,1,2,"MAB",4496.484721,"MS",-74.9666666666667,36.3366666666667
"19231",19230,38,2015,79,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,1,2,"MAB",4496.484721,"MS",-75.1783333333333,36.29
"19232",19231,33,2015,79,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,1,2,"MAB",4496.484721,"MS",-75.3183333333333,36.14
"19233",19232,32,2015,79,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,1,2,"MAB",4496.484721,"MS",-75.3833333333333,36.1933333333333
"19363",19362,51,2015,141,3,36.1022324163482,35,21.5825311133393,1.07045729576917,35.031775120579,19.4174688866607,41,0.00234065725169478,38,22.0834975609083,21.7581589438808,13.46370636095,1,2,1,2,"MAB",4496.484721,"MS",-74.9066666666667,35.59
"19365",19364,45,2015,141,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,1,2,"MAB",4496.484721,"MS",-75.185,36.0016666666667
"19449",19448,32,2015,229,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,1,2,"MAB",4496.484721,"MS",-75.2916666666667,36.4516666666667
"19450",19449,35,2015,229,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,1,2,"MAB",4496.484721,"MS",-75.2383333333333,36.3716666666667
"19451",19450,34,2015,229,4,34.0833965101884,10,4.14854687950534,0.475251330929865,33.6081451792585,7.85145312049466,12,0.00327429256099368,12,25.633211104751,26.0789652465068,21.3576820667709,1,2,1,2,"MAB",4496.484721,"MS",-75.1383333333333,36.4116666666667
"19452",19451,41,2015,230,4,35.3987829089746,8,22.2547052535398,1.31739540939064,34.081387499584,5.74529474646016,28,0.00366911637320838,6,26.5837747012493,26.3293890472029,13.2762210305789,1,2,1,2,"MAB",4496.484721,"MS",-75.0783333333333,36.3233333333333
"19453",19452,38,2015,230,4,35.1093871834259,17,20.6061617229088,1.18007710946648,33.9293100739594,3.39383827709123,24,0.00215014805492925,15,21.766157080325,26.3961087064826,13.8251539258933,1,2,1,2,"MAB",4496.484721,"MS",-75.025,36.3683333333333
"19454",19453,45,2015,230,4,34.5428760329268,13,12.3922817730525,0.786628246085975,33.7562477868408,5.60771822694754,18,0.0035176824538963,11,20.8561811176433,26.3299561799295,14.4047179609291,1,2,1,2,"MAB",4496.484721,"MS",-75.0816666666667,36.28
"19455",19454,42,2015,230,4,34.411753414124,19,20.5020861378248,0.266919926559005,34.144833487565,6.49791386217525,27,0.00319662239262533,13,16.5212191168904,25.7086999784585,13.7351429694371,1,2,1,2,"MAB",4496.484721,"MS",-75.0283333333333,36.2416666666667
"19478",19477,42,2015,247,5,34.5097659767615,11,9.8878053826228,0.775429592837902,33.7343363839236,9,18.8878053826228,0.00165207868210044,10,24.7848781575093,24.608047559495,19.7007249749292,1,2,1,2,"MAB",4496.484721,"MS",-75.0383333333333,36.1333333333333
"19482",19481,52,2015,247,5,35.1523241771768,23,21.7256194997038,1.02445115018906,34.1278730269878,14.2743805002962,36,0.00265099330383845,11,23.767207387969,26.7420935923272,16.869473386512,1,2,1,2,"MAB",4496.484721,"MS",-74.9533333333333,35.6383333333333
"19483",19482,49,2015,248,5,34.3400516107167,28,3.83193058031696,0.421337730127888,33.9187138805888,26.168069419683,30,0.00288991059751974,29,25.0934010424839,25.2605136215962,21.2339533663652,1,2,1,2,"MAB",4496.484721,"MS",-74.9183333333333,35.5416666666667
"19485",19484,33,2015,249,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,1,2,"MAB",4496.484721,"MS",-75.325,35.9433333333333
"19486",19485,35,2015,250,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,1,2,"MAB",4496.484721,"MS",-75.2816666666667,36.1883333333333
"19668",19667,42,2016,102,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,1,2,"MAB",4496.484721,"MS",-74.9016666666667,36.3866666666667
"19676",19675,36,2016,105,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,1,2,"MAB",4496.484721,"MS",-75.2916666666667,36.155
"19677",19676,32,2016,105,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,1,2,"MAB",4496.484721,"MS",-75.2116666666667,36.265
"19678",19677,33,2016,105,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,1,2,"MAB",4496.484721,"MS",-75.4083333333333,36.5033333333333
"19783",19782,34,2016,145,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,1,2,"MAB",4496.484721,"MS",-75.1716666666667,36
"19785",19784,33,2016,145,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,1,2,"MAB",4496.484721,"MS",-75.1666666666667,36.165
"19787",19786,32,2016,145,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,1,2,"MAB",4496.484721,"MS",-75.1633333333333,36.415
"19901",19900,37,2016,221,4,34.2762890972994,14,13.1088046457559,0.695782207927166,33.5805068893722,8.89119535424414,22,0.00676603865697488,13,16.8524054088224,27.2241147300998,13.8561570581639,1,2,1,2,"MAB",4496.484721,"MS",-75.1783333333333,36
"19904",19903,49,2016,221,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,1,2,"MAB",4496.484721,"MS",-74.91,36.3316666666667
"20011",20010,47,2016,257,5,34.5080380764225,22,14.0882342453717,1.11472972512939,33.3933083512931,19.9117657546283,34,0.00222324537000129,29,24.4484816734433,23.0419734788793,11.3937285303834,1,2,1,2,"MAB",4496.484721,"MS",-75.0533333333333,35.75
"20014",20013,35,2016,259,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,1,2,"MAB",4496.484721,"MS",-75.2016666666667,35.6833333333333
"20016",20015,32,2016,260,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,1,2,"MAB",4496.484721,"MS",-75.2133333333333,36.2333333333333
"20017",20016,37,2016,260,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,1,2,"MAB",4496.484721,"MS",-75.11,36.2483333333333
"20208",20207,49,2017,68,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,1,2,"MAB",4496.484721,"MS",-75.0066666666667,35.855
"20209",20208,33,2017,68,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,1,2,"MAB",4496.484721,"MS",-75.0983333333333,35.8966666666667
"20210",20209,37,2017,69,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,1,2,"MAB",4496.484721,"MS",-75.08,35.5216666666667
"20213",20212,36,2017,77,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,1,2,"MAB",4496.484721,"MS",-75.3483333333333,36.125
"20214",20213,32,2017,77,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,1,2,"MAB",4496.484721,"MS",-75.485,36.3683333333333
"20334",20333,35,2017,138,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,1,2,"MAB",4496.484721,"MS",-75.1716666666667,36.0083333333333
"20336",20335,39,2017,139,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,1,2,"MAB",4496.484721,"MS",-75.0883333333333,36.3266666666667
"20337",20336,34,2017,139,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,1,2,"MAB",4496.484721,"MS",-74.9183333333333,36.5
"20481",20480,32,2018,74,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,1,2,"MAB",4496.484721,"MS",-75.3166666666667,36.4433333333333
"20482",20481,32,2018,74,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,1,2,"MAB",4496.484721,"MS",-75.2733333333333,36.2733333333333
"20483",20482,37,2018,74,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,1,2,"MAB",4496.484721,"MS",-75.12,36.1333333333333
"20639",20638,34,2018,140,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,1,2,"MAB",4496.484721,"MS",-75.1283333333333,35.7733333333333
"20642",20641,35,2018,141,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,1,2,"MAB",4496.484721,"MS",-75.185,35.93
"20643",20642,32,2018,141,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,1,2,"MAB",4496.484721,"MS",-75.4116666666667,36.1716666666667
"20784",20783,44,2018,242,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,1,2,"MAB",4496.484721,"MS",-75.0016666666667,36.4383333333333
"20785",20784,32,2018,242,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,1,2,"MAB",4496.484721,"MS",-75.335,36.4166666666667
"20808",20807,46,2018,250,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,1,2,"MAB",4496.484721,"MS",-74.9816666666667,36.4933333333333
"20809",20808,38,2018,250,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,1,2,"MAB",4496.484721,"MS",-75.015,36.4183333333333
"20816",20815,49,2018,251,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,1,2,"MAB",4496.484721,"MS",-75.0016666666667,35.8483333333333
"20817",20816,31,2018,251,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,1,2,"MAB",4496.484721,"MS",-75.1383333333333,35.7633333333333
"20912",20911,35,2018,307,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,1,2,"MAB",4496.484721,"MS",-75.25,36.3333333333333
"20913",20912,35,2018,308,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,1,2,"MAB",4496.484721,"MS",-75.17,36.1666666666667
"20914",20913,32,2018,308,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,1,2,"MAB",4496.484721,"MS",-75.1683333333333,36.005
"20963",20962,39,2019,69,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,1,2,"MAB",4496.484721,"MS",-75.1666666666667,35.7716666666667
"20966",20965,49,2019,71,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,1,2,"MAB",4496.484721,"MS",-75.005,35.895
"20969",20968,38,2019,72,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,1,2,"MAB",4496.484721,"MS",-75.105,36.3516666666667
"21307",21306,52,2019,253,5,35.6860154404586,34,5.30651832468904,0.308895753602791,35.3771196868558,32.693481675311,38,0.00215190951491753,40,25.447660141403,24.9682436977337,24.0940357996495,1,2,1,2,"MAB",4496.484721,"MS",-74.975,35.85
"21308",21307,45,2019,253,5,36.1363491250447,34,18.3383702986003,2.18481838006012,33.9515307449845,22.6616297013997,41,0.00311402488415374,35,26.7330192070071,24.1075630800084,15.144226554031,1,2,1,2,"MAB",4496.484721,"MS",-74.985,35.745
"21310",21309,32,2019,255,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,1,2,"MAB",4496.484721,"MS",-75.105,36.02
"21311",21310,36,2019,255,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,1,2,"MAB",4496.484721,"MS",-75.0866666666667,36.1633333333333
"21312",21311,33,2019,255,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,1,2,"MAB",4496.484721,"MS",-75.2266666666667,36.3166666666667
"21313",21312,34,2019,255,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,1,2,"MAB",4496.484721,"MS",-75.2433333333333,36.4583333333333
"21440",21439,36,2019,294,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,1,2,"MAB",4496.484721,"MS",-75.1766666666667,35.995
"21441",21440,44,2019,294,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,1,2,"MAB",4496.484721,"MS",-75.0016666666667,35.9966666666667
"1817",1816,37,1992,68,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,1,2,"MAB",3190.414067,"IS",-75.2167,35.6833
"3459",3458,35,1994,64,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,1,2,"MAB",3190.414067,"IS",-75.2533,35.7733
"4185",4184,35,1994,256,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,1,2,"MAB",3190.414067,"IS",-75.2217,35.65
"4291",4290,70,1995,73,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,1,2,"MAB",3190.414067,"IS",-75.3333,35.355
"4292",4291,60,1995,73,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,1,2,"MAB",3190.414067,"IS",-75.6083,36.24
"4518",4517,33,1995,69,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,1,2,"MAB",3190.414067,"IS",-75.2217,35.5083
"5280",5279,32,1996,41,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,1,2,"MAB",3190.414067,"IS",-75.245,35.53
"7935",7934,31,1998,142,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,1,2,"MAB",3190.414067,"IS",-75.23,35.565
"7936",7935,36,1998,142,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,1,2,"MAB",3190.414067,"IS",-75.3,35.7933
"10328",10327,31,2001,74,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,1,2,"MAB",3190.414067,"IS",-75.3283,35.8183
"11639",11638,32,2003,68,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,1,2,"MAB",3190.414067,"IS",-75.225,35.57
"11936",11935,33,2003,278,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,1,2,"MAB",3190.414067,"IS",-75.2683,35.7283
"14057",14056,34,2007,22,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,1,2,"MAB",3190.414067,"IS",-75.2733,35.7767
"14212",14211,34,2007,71,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,1,2,"MAB",3190.414067,"IS",-75.235,35.675
"14692",14691,35,2007,254,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,1,2,"MAB",3190.414067,"IS",-75.21,35.6617
"15004",15003,32,2008,84,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,1,2,"MAB",3190.414067,"IS",-75.2633,35.7117
"15006",15005,31,2008,84,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,1,2,"MAB",3190.414067,"IS",-75.3883,35.75
"15215",15214,33,2008,254,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,1,2,"MAB",3190.414067,"IS",-75.3133,35.8
"15484",15483,32,2009,68,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,1,2,"MAB",3190.414067,"IS",-75.2167,35.5867
"15839",15838,36,2009,260,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,1,2,"MAB",3190.414067,"IS",-75.2167,35.665
"15841",15840,33,2009,151,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,1,2,"MAB",3190.414067,"IS",-75.2417,35.645
"16344",16343,37,2010,64,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,1,2,"MAB",3190.414067,"IS",-75.23,35.635
"16576",16575,32,2010,257,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,1,2,"MAB",3190.414067,"IS",-75.2767,35.7117
"16577",16576,34,2010,257,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,1,2,"MAB",3190.414067,"IS",-75.24,35.7483
"16960",16959,37,2011,66,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,1,2,"MAB",3190.414067,"IS",-75.2367,35.6983
"16962",16961,35,2011,66,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,1,2,"MAB",3190.414067,"IS",-75.2283,35.5883
"17217",17216,38,2011,257,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,1,2,"MAB",3190.414067,"IS",-75.2267,35.7083
"17218",17217,32,2011,257,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,1,2,"MAB",3190.414067,"IS",-75.3283,35.7983
"17572",17571,32,2012,73,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,1,2,"MAB",3190.414067,"IS",-75.3333,35.95
"17892",17891,34,2012,224,4,36.164,17,19.6084337349398,0.712000000000003,35.452,2,21.6084337349398,0.00243960277357039,20,25.74,26.55,19.958313253012,1,3,1,2,"MAB",3190.414067,"IS",-75.3083,35.805
"17974",17973,31,2012,257,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,1,2,"MAB",3190.414067,"IS",-75.345,35.85
"17976",17975,34,2012,257,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,1,2,"MAB",3190.414067,"IS",-75.29,35.7417
"18225",18224,33,2013,79,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,1,2,"MAB",3190.414067,"IS",-75.2433,35.67
"18580",18579,31,2013,254,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,1,2,"MAB",3190.414067,"IS",-75.2433,35.515
"18581",18580,31,2013,255,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,1,2,"MAB",3190.414067,"IS",-75.335,35.9067
"19029",19028,33,2014,258,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,1,2,"MAB",3190.414067,"IS",-75.23,35.545
"19030",19029,34,2014,258,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,1,2,"MAB",3190.414067,"IS",-75.2417,35.6433
"19031",19030,35,2014,258,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,1,2,"MAB",3190.414067,"IS",-75.2417,35.6767
"19223",19222,33,2015,76,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,1,2,"MAB",3190.414067,"IS",-75.3016666666667,35.765
"19364",19363,31,2015,141,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,1,2,"MAB",3190.414067,"IS",-75.2466666666667,35.4983333333333
"19484",19483,31,2015,249,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,1,2,"MAB",3190.414067,"IS",-75.2133333333333,35.5716666666667
"19674",19673,35,2016,103,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,1,2,"MAB",3190.414067,"IS",-75.32,35.8116666666667
"19675",19674,33,2016,103,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,1,2,"MAB",3190.414067,"IS",-75.23,35.51
"19899",19898,33,2016,221,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,1,2,"MAB",3190.414067,"IS",-75.2483333333333,35.5833333333333
"19900",19899,34,2016,221,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,1,2,"MAB",3190.414067,"IS",-75.2516666666667,35.7433333333333
"20013",20012,33,2016,259,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,1,2,"MAB",3190.414067,"IS",-75.2316666666667,35.5633333333333
"20015",20014,39,2016,259,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,1,2,"MAB",3190.414067,"IS",-75.2233333333333,35.7233333333333
"20962",20961,34,2019,69,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,1,2,"MAB",3190.414067,"IS",-75.3133333333333,35.8083333333333
"21309",21308,34,2019,254,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,1,2,"MAB",3190.414067,"IS",-75.2416666666667,35.6683333333333
"21439",21438,32,2019,294,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,1,2,"MAB",3190.414067,"IS",-75.335,35.58
"23",22,77,1982,178,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,1,1,"MAB",2510.323481,"SB",-74.4717,37.545
"244",243,63,1987,233,4,33.096,18,14.1175523349436,0.423999999999999,32.672,15.8824476650564,30,0.00777422654580458,16,13.47,19.836731078905,8.04,1,4,1,1,"MAB",2510.323481,"SB",-74.75,37.2167
"245",244,58,1987,233,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,1,1,"MAB",2510.323481,"SB",-74.65,37.5167
"312",311,70,1987,310,6,33.357,54,10.1636363636364,0.213000000000001,33.144,46.8363636363636,57,0.000744900539483551,55,12.29,13.5049090909091,10.4,1,4,1,1,"MAB",2510.323481,"SB",-74.75,37.2167
"313",312,61,1987,311,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,1,1,"MAB",2510.323481,"SB",-74.65,37.5167
"381",380,66,1988,24,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,1,1,"MAB",2510.323481,"SB",-74.65,37.2167
"382",381,61,1988,25,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,1,1,"MAB",2510.323481,"SB",-74.65,37.5167
"1295",1294,94,1991,67,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,1,1,"MAB",2510.323481,"SB",-74.465,37.5133
"1297",1296,90,1991,67,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,1,1,"MAB",2510.323481,"SB",-74.4233,37.575
"1311",1310,150,1991,68,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,1,1,"MAB",2510.323481,"SB",-74.6617,37.0983
"1313",1312,100,1991,68,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,1,1,"MAB",2510.323481,"SB",-74.675,36.8367
"1319",1318,68,1991,215,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,1,1,"MAB",2510.323481,"SB",-74.55,37.565
"1321",1320,59,1991,215,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,1,1,"MAB",2510.323481,"SB",-74.7467,37.2517
"1322",1321,76,1991,216,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,1,1,"MAB",2510.323481,"SB",-74.7733,36.645
"1464",1463,61,1991,254,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,1,1,"MAB",2510.323481,"SB",-74.5483,37.65
"1467",1466,83,1991,255,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,1,1,"MAB",2510.323481,"SB",-74.6917,37.2767
"1468",1467,115,1991,255,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,1,1,"MAB",2510.323481,"SB",-74.715,37.08
"1469",1468,81,1991,255,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,1,1,"MAB",2510.323481,"SB",-74.755,37.0217
"1470",1469,104,1991,255,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,1,1,"MAB",2510.323481,"SB",-74.6383,36.9567
"1715",1714,102,1992,45,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,1,1,"MAB",2510.323481,"SB",-74.4333,37.45
"1716",1715,62,1992,45,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,1,1,"MAB",2510.323481,"SB",-74.55,37.6
"1722",1721,85,1992,46,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,1,1,"MAB",2510.323481,"SB",-74.65,37.2667
"1724",1723,101,1992,46,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,1,1,"MAB",2510.323481,"SB",-74.7,37.1167
"1802",1801,124,1992,65,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,1,1,"MAB",2510.323481,"SB",-74.5,37.3833
"1803",1802,60,1992,65,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,1,1,"MAB",2510.323481,"SB",-74.6333,37.4333
"1804",1803,60,1992,65,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,1,1,"MAB",2510.323481,"SB",-74.75,37.2167
"1805",1804,101,1992,65,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,1,1,"MAB",2510.323481,"SB",-74.7167,37.0667
"1809",1808,90,1992,66,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,1,1,"MAB",2510.323481,"SB",-74.7167,36.7667
"1988",1987,68,1992,217,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,1,1,"MAB",2510.323481,"SB",-74.4833,37.5667
"1989",1988,62,1992,218,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,1,1,"MAB",2510.323481,"SB",-74.7933,37.0567
"1990",1989,65,1992,218,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,1,1,"MAB",2510.323481,"SB",-74.7683,36.7317
"1991",1990,77,1992,218,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,1,1,"MAB",2510.323481,"SB",-74.8017,36.5117
"2278",2277,146,1992,255,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,1,1,"MAB",2510.323481,"SB",-74.5,37.4667
"2279",2278,99,1992,255,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,1,1,"MAB",2510.323481,"SB",-74.5333,37.3
"2280",2279,59,1992,255,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,1,1,"MAB",2510.323481,"SB",-74.7167,37.3
"2281",2280,109,1992,256,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,1,1,"MAB",2510.323481,"SB",-74.6667,36.75
"2579",2578,97,1993,38,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,1,1,"MAB",2510.323481,"SB",-74.4167,37.5233
