"","spp","Region","Type","bin","n","mean_ct","se_ct","conf_interval05","conf_interval95"
"57","benspp","GB","SB",3,1000,2.21863212801141,0.00498713958811077,2.0283717119271,2.66348022983441
"58","benspp","GB","SB",4,1000,2.26413449899712,0.00441283497000306,2.04278130945667,2.57123845553368
"59","benspp","GB","SB",5,1000,2.44153853341097,0.00302449161082109,2.26355031922014,2.63553928567185
"60","benspp","GOM","MS",1,1000,2.16264446420323,0.00585835609628987,1.96883043565409,2.69994557802883
"61","benspp","GOM","MS",2,956,3,6.57286310267646e-18,3,3
"62","benspp","GOM","MS",3,999,2.6497330483989,0.00796708542860801,2,3
"63","benspp","GOM","MS",4,992,3.16720959520483,0.0220031227537361,2.03316910607739,4.81024916238976
"64","benspp","GOM","MS",5,998,2.70002488990788,0.0089281392645774,2.11222399804764,3
"65","benspp","MAB","SB",1,1000,2.73926946390411,0.00301231100526369,2.52247251028378,2.90311781023278
"66","benspp","MAB","SB",2,1000,2.87987471187555,0.00354291444893798,2.62551908331107,3.03651905708921
"67","benspp","MAB","SB",3,1000,2.71306025540884,0.0050991531164956,2.37467625008747,3.00651521217415
"68","benspp","MAB","SB",4,1000,2.25291121389112,0.00319678439491711,2.0931025028738,2.47549208862133
"69","benspp","MAB","SB",5,1000,2.48729544073768,0.00413825961240626,2.24148326782509,2.75110370857896
"70","benspp","SNE","MS",1,1000,2.43324220909457,0.00492820548507302,2.1955855142554,2.77804595892847
"71","benspp","SNE","MS",2,1000,2.79177966080719,0.00383998845276,2.52050945210368,2.98676705266471
"72","benspp","SNE","MS",3,1000,2.54142232112137,0.00688203505409777,2.10674556877962,2.92734149870592
"73","benspp","SNE","MS",4,1000,2.28500950508268,0.0110359574717693,2.0114457628224,3.10520332436994
"74","benspp","SNE","MS",5,1000,2.71054653544361,0.00490953558940898,2.40178702454079,2.98640706405456
"75","benspp","SNE","SB",1,1000,2.44169526580752,0.00434996774811782,2.21430649998661,2.75939261152069
"76","benspp","SNE","SB",2,1000,2.72585697874715,0.00478664550816901,2.41259998444546,3
"77","benspp","SNE","SB",3,1000,2.07101221466337,0.00263754615848402,1.96246925129527,2.27646037045485
"78","benspp","SNE","SB",4,997,2.52728782182454,0.012749717056615,1.88337315908814,3.27660287530014
"79","benspp","SNE","SB",5,1000,2.87465233606868,0.00256114912446538,2.66746548079907,2.99187737606776
"80","botspp","GB","BANK",1,1000,3.77996468893812,0.00400028466667682,3.47626992550224,3.94108264650251
"81","botspp","GB","BANK",2,866,5,1.13347809708732e-17,5,5
"82","botspp","GB","BANK",3,983,5.62004093833793,0.00900346999332273,5,6
"83","botspp","GB","BANK",4,1000,5.22844520175658,0.0048947954230532,5,5.58407513461298
"84","botspp","GB","BANK",5,1000,5.18627103640468,0.0149349797535057,4.36146939636203,5.78564661685053
"85","botspp","GB","SB",1,1000,4.59631539390985,0.0107162740562882,3.97430054690622,5.31317368689642
"86","botspp","GB","SB",2,951,4,0,4,4
"87","botspp","GB","SB",3,996,4.86533717053583,0.00489457982173116,4.46629808149946,5
"88","botspp","GB","SB",4,998,4.77723110029816,0.0102012128366493,3.93055480917626,5.1840885635165
"89","botspp","GB","SB",5,1000,4.8412711541653,0.00480564814815238,4.52153617088822,5
"90","botspp","MAB","MS",1,1000,4.63422888745913,0.00862081148865072,4.11425247716353,5.04290464824408
"91","botspp","MAB","MS",2,949,5.39151485320393,0.0110686478995537,5,6
"92","botspp","MAB","MS",3,1000,4.83354307038927,0.00459699621838216,4.54499788712159,5.10403664729856
"93","botspp","MAB","MS",4,1000,4.55458246426853,0.00827317928099337,4.06669756737876,5.08611293462725
"94","botspp","MAB","MS",5,1000,5.27475285315068,0.00461410113457845,4.94664548080554,5.53891679190296
"95","botspp","MAB","SB",1,1000,4.22822693980738,0.00624141359988371,3.95893599163654,4.72479234308979
"96","botspp","MAB","SB",2,987,4.79734094271541,0.0257582887233064,3,6
"97","botspp","MAB","SB",3,1000,5.3083027601225,0.0108106828709775,4.56975295311698,5.77836542722767
"98","botspp","MAB","SB",4,1000,5.04324723231917,0.0101259295034289,4.33138279915776,5.64190761139303
"99","botspp","MAB","SB",5,1000,5.08868484095565,0.00514601748559992,4.74288425631035,5.37477044033351
"100","botspp","SNE","MS",1,999,5.0517053748417,0.0129261801114221,4.19834902068545,5.80788232800291
"101","botspp","SNE","MS",2,994,4.88949555341308,0.0049421837384793,4.52556300961834,5
"102","botspp","SNE","MS",3,1000,4.61981283990161,0.00551256191301914,4.31499270795811,4.958510309247
"103","botspp","SNE","MS",4,1000,4.97900519229005,0.0034189354659185,4.78293273489849,5.20183846089126
"104","botspp","SNE","MS",5,1000,4.83537977983589,0.00264859108932251,4.67396469184427,5.00110215674372
"105","botspp","SNE","SB",1,1000,4.89216877553162,0.00690821388043867,4.33797507742889,5.29795162821952
"106","botspp","SNE","SB",2,618,3,0,3,3
"107","botspp","SNE","SB",3,1000,4.75730730677816,0.00739283286097636,4.33572810562905,5.19863839873951
"108","botspp","SNE","SB",4,999,5.57929804319536,0.00833133327722926,5.06254696547456,6
"109","botspp","SNE","SB",5,1000,4.85019326953207,0.00513889088914631,4.53652808461567,5.16776674755915
"110","bretyr","MAB","IS",1,1000,5.26459437489995,0.0160436745034736,3.75681599333448,5.94445803115905
"111","bretyr","MAB","IS",2,1000,4.49459787857921,0.0134516113802165,3.5952496624365,5.22796681367592
"112","bretyr","MAB","IS",3,1000,5.22868959663294,0.00743353256760752,4.73129667721235,5.66512193841632
"113","bretyr","MAB","IS",4,1000,5.4006261975147,0.00617594542329807,4.98321624660437,5.73897224382073
"114","bretyr","MAB","IS",5,1000,4.97688016956262,0.0102098101245595,4.12891996546299,5.49924826411269
"115","bretyr","MAB","MS",1,1000,4.45592478775526,0.0175221492746462,3.50152587430447,5.53581920865041
"116","bretyr","MAB","MS",2,1000,5.17464257940688,0.010009590111471,4.49064654239984,5.75226360642242
"117","bretyr","MAB","MS",3,1000,5.50978993598945,0.00402944388190011,5.26842198972621,5.7410953771275
"118","bretyr","MAB","MS",4,1000,5.6609348370444,0.00637295067473954,5.26355429788955,5.96327598484051
