"","Region","Type",".y.","group1","group2","n1","n2","estimate","conf.low","conf.high","se","statistic","df","p.adj","p.adj.signif","method"
"147","SNE","IS","diff_ci","wind3","wind6",23,23,0.00809702642487053,-0.487646835593487,0.503840888443228,0.117499147454069,0.0487276922133474,42.573296838953,1,"ns","Games-Howell"
"148","SNE","IS","diff_ci","wind4","wind5",23,23,-0.0119431050642197,-0.568102998033719,0.54421678790528,0.13198034922607,0.0639871816437429,43.7378427507042,1,"ns","Games-Howell"
"149","SNE","IS","diff_ci","wind4","wind6",23,23,-0.021572669357962,-0.579799741471754,0.53665440275583,0.132477897682688,0.115145100112074,43.789446128993,1,"ns","Games-Howell"
"150","SNE","IS","diff_ci","wind5","wind6",23,23,-0.00962956429374229,-0.545867845103701,0.526608716516216,0.127286416133219,0.0534945551837246,43.9970981110128,1,"ns","Games-Howell"
"151","SNE","MS","diff_ci","wind1","wind2",22,22,0.0725171500006203,-0.530445696831873,0.675479996833114,0.142799957809988,0.359085319800942,41.8617383106521,0.999,"ns","Games-Howell"
"152","SNE","MS","diff_ci","wind1","wind3",22,22,-0.0157972521740152,-0.593826933333225,0.562232428985195,0.136912024114398,0.0815877510292786,41.9730474926243,1,"ns","Games-Howell"
"153","SNE","MS","diff_ci","wind1","wind4",22,22,-0.03288158130856,-0.601082355686537,0.535319193069417,0.134564283459166,0.172785738694734,41.8420988975777,1,"ns","Games-Howell"
"154","SNE","MS","diff_ci","wind1","wind5",22,22,-0.0545419929170571,-0.632269781027988,0.523185795193874,0.136840161728403,0.281839867506343,41.9707089456593,1,"ns","Games-Howell"
"155","SNE","MS","diff_ci","wind1","wind6",22,22,0.00812076694329589,-0.602058832288155,0.618300366174747,0.144488889198473,0.0397418057948552,41.7370348225651,1,"ns","Games-Howell"
"156","SNE","MS","diff_ci","wind2","wind3",22,22,-0.0883144021746355,-0.684311516807377,0.507682712458106,0.141126977138133,0.442493093244658,41.7147683974254,0.998,"ns","Games-Howell"
"157","SNE","MS","diff_ci","wind2","wind4",22,22,-0.10539873130918,-0.691979179867141,0.48118171724878,0.138850522908359,0.536751004433515,41.4185609476225,0.994,"ns","Games-Howell"
"158","SNE","MS","diff_ci","wind2","wind5",22,22,-0.127059142917677,-0.722766795732361,0.468648509897006,0.141057262099125,0.63693552697559,41.7073874523403,0.987,"ns","Games-Howell"
"159","SNE","MS","diff_ci","wind2","wind6",22,22,-0.0643963830573244,-0.691298025708428,0.56250525959378,0.148488923596524,0.306656672031977,41.9796706104782,1,"ns","Games-Howell"
"160","SNE","MS","diff_ci","wind3","wind4",22,22,-0.0170843291345448,-0.57771839013441,0.543549731865321,0.132787582659267,0.0909757127973179,41.9451954682314,1,"ns","Games-Howell"
"161","SNE","MS","diff_ci","wind3","wind5",22,22,-0.0387447407430419,-0.609079283957422,0.531589802471339,0.135093395795162,0.202797988409888,41.99995119877,1,"ns","Games-Howell"
"162","SNE","MS","diff_ci","wind3","wind6",22,22,0.0239180191173111,-0.579410194140795,0.627246232375417,0.142835691714016,0.118405934171288,41.5462517193092,1,"ns","Games-Howell"
"163","SNE","MS","diff_ci","wind4","wind5",22,22,-0.0216604116084971,-0.581979633077526,0.538658809860532,0.132713486968152,0.115408194612019,41.9484074245587,1,"ns","Games-Howell"
"164","SNE","MS","diff_ci","wind4","wind6",22,22,0.0410023482518559,-0.553068695625732,0.635073392129444,0.140586908576861,0.206228579794175,41.1912287984852,1,"ns","Games-Howell"
"165","SNE","MS","diff_ci","wind5","wind6",22,22,0.062662759860353,-0.540380809272012,0.665706328992718,0.142766811066773,0.310361085283303,41.537049935459,1,"ns","Games-Howell"
"166","SNE","SB","diff_ci","wind1","wind2",10,10,-0.0492025494488209,-1.85439766099862,1.75599256210098,0.401573737441751,0.0866377781290396,17.9680040997533,1,"ns","Games-Howell"
"167","SNE","SB","diff_ci","wind1","wind3",10,10,-0.323078194213463,-1.95790156619078,1.31174517776385,0.36027620601436,0.634099000067572,16.5605608799859,0.987,"ns","Games-Howell"
"168","SNE","SB","diff_ci","wind1","wind4",10,10,-0.351579069308084,-1.98412688062065,1.28096874200448,0.35967208376738,0.691196106817642,16.521255508944,0.98,"ns","Games-Howell"
"169","SNE","SB","diff_ci","wind1","wind5",10,10,0.056940539255002,-1.81121190006758,1.92509297857759,0.415626807353065,0.0968730618894564,17.9868028726535,1,"ns","Games-Howell"
"170","SNE","SB","diff_ci","wind1","wind6",10,10,-0.0260911716018948,-1.83667397260181,1.78449162939802,0.402794099954642,0.0458031643732598,17.9768404282768,1,"ns","Games-Howell"
"171","SNE","SB","diff_ci","wind2","wind3",10,10,-0.273875644764642,-1.86150037214144,1.31374908261215,0.35070493145832,0.552200178108794,16.8944852608225,0.993,"ns","Games-Howell"
"172","SNE","SB","diff_ci","wind2","wind4",10,10,-0.302376519859264,-1.88759371917342,1.28284067945489,0.350084292950501,0.610745731726688,16.8580945375392,0.989,"ns","Games-Howell"
"173","SNE","SB","diff_ci","wind2","wind5",10,10,0.106143088703823,-1.72566164472458,1.93794782213222,0.407358131525057,0.184246961064877,17.9141991585748,1,"ns","Games-Howell"
"174","SNE","SB","diff_ci","wind2","wind6",10,10,0.0231113778469261,-1.74885018488749,1.79507294058135,0.394256377611515,0.0414507232505164,17.9992821604428,1,"ns","Games-Howell"
"175","SNE","SB","diff_ci","wind3","wind4",10,10,-0.0285008750946212,-1.38501891781617,1.32801716762693,0.301821951136456,0.0667716909697068,17.99958969049,1,"ns","Games-Howell"
"176","SNE","SB","diff_ci","wind3","wind5",10,10,0.380018733468465,-1.28678076337024,2.04681823030717,0.366712592280045,0.732764102107156,16.3340911120142,0.975,"ns","Games-Howell"
"177","SNE","SB","diff_ci","wind3","wind6",10,10,0.296987022611569,-1.2974967576389,1.89147080286204,0.352101646267833,0.596423049534113,16.8462701368325,0.99,"ns","Games-Howell"
"178","SNE","SB","diff_ci","wind4","wind5",10,10,0.408519608563086,-1.25608796970675,2.07312718683293,0.366119090677088,0.788997331246539,16.2933917725094,0.966,"ns","Games-Howell"
"179","SNE","SB","diff_ci","wind4","wind6",10,10,0.32548789770619,-1.26660819822563,1.91758399363801,0.351483474043924,0.654809448120563,16.809384682784,0.985,"ns","Games-Howell"
"180","SNE","SB","diff_ci","wind5","wind6",10,10,-0.0830317108568968,-1.92007834360122,1.75401492188743,0.408561216557469,0.143704990637979,17.9290229271231,1,"ns","Games-Howell"
