"","Region","Type",".y.","group1","group2","n1","n2","estimate","conf.low","conf.high","se","statistic","df","p.adj","p.adj.signif","method"
"134","SNE","C","diff_ci","wind4","wind6",11,11,-0.045009922776818,-0.837888697178769,0.747868851625133,0.178273191063136,0.178528366639824,19.8954144940289,1,"ns","Games-Howell"
"135","SNE","C","diff_ci","wind5","wind6",11,11,-0.0332635417818837,-0.81492293789603,0.748395854332262,0.175804772737589,0.133789746398751,19.9572633734593,1,"ns","Games-Howell"
"136","SNE","IS","diff_ci","wind1","wind2",23,23,0.00320055810683173,-0.602416967020207,0.60881808323387,0.143752363014381,0.0157432983602216,43.9796187987512,1,"ns","Games-Howell"
"137","SNE","IS","diff_ci","wind1","wind3",23,23,-0.0988073492310728,-0.63712151933025,0.439506820868104,0.127256206794659,0.549028989879428,40.2881615022392,0.994,"ns","Games-Howell"
"138","SNE","IS","diff_ci","wind1","wind4",23,23,-0.0691376534482403,-0.664096990829883,0.525821683933403,0.141203703527055,0.346221114371898,43.8487242808697,0.999,"ns","Games-Howell"
"139","SNE","IS","diff_ci","wind1","wind5",23,23,-0.08108075851246,-0.655949351382294,0.493787834357374,0.136344872464537,0.420498058574382,43.2062570595297,0.998,"ns","Games-Howell"
"140","SNE","IS","diff_ci","wind1","wind6",23,23,-0.0907103228062023,-0.667555863711033,0.486135218098628,0.136826550932048,0.468782439833196,43.2955278712421,0.997,"ns","Games-Howell"
"141","SNE","IS","diff_ci","wind2","wind3",23,23,-0.102007907337905,-0.632603523979663,0.428587709303854,0.125496161234881,0.574762465269996,40.7189952632246,0.992,"ns","Games-Howell"
"142","SNE","IS","diff_ci","wind2","wind4",23,23,-0.072338211555072,-0.660568907234383,0.515892484124238,0.139619591056137,0.366358614450691,43.9390120147429,0.999,"ns","Games-Howell"
"143","SNE","IS","diff_ci","wind2","wind5",23,23,-0.0842813166192917,-0.652096040574137,0.483533407335554,0.134703632335202,0.442422297570499,43.4321237627437,0.998,"ns","Games-Howell"
"144","SNE","IS","diff_ci","wind2","wind6",23,23,-0.093910880913034,-0.663735742996035,0.475913981169967,0.135191158575133,0.491193517539861,43.5081542008405,0.996,"ns","Games-Howell"
"145","SNE","IS","diff_ci","wind3","wind4",23,23,0.0296696957828325,-0.488121751451794,0.547461143017459,0.122568472709051,0.171166717020155,41.4265536135953,1,"ns","Games-Howell"
"146","SNE","IS","diff_ci","wind3","wind5",23,23,0.0177265907186128,-0.475587348665329,0.511040530102555,0.116937884621895,0.107190176605116,42.6896237352995,1,"ns","Games-Howell"
